,image_id,melanoma,diagnosis,relative_color_variance,r_average,g_average,b_average,r_std,g_std,b_std,average_std,r_range,g_range,b_range,r_pct,g_pct,b_pct,r_low,b_high
18,ISIC_0000019,0.0,not cancerous,0.03787530988889909,0.43157894736842106,0.391025641025641,0.37341772151898733,0.5140976384837199,0.5862989646452598,0.47905294257257197,0.5699480493022309,0.5540540540540541,0.5388349514563107,0.5700483091787439,0.4331,0.3029,0.264,0.0003,0.0862
19,ISIC_0000020,0.0,not cancerous,0.05721920575952191,0.46842105263157896,0.3269230769230769,0.33544303797468356,0.47533985153301,0.48760341619352066,0.40527216034176566,0.4885647346439849,0.6036036036036037,0.5728155339805825,0.6714975845410628,0.4715,0.2789,0.2496,0.0,0.0066
20,ISIC_0000021,0.0,not cancerous,0.030140245370392223,0.5631578947368421,0.48717948717948717,0.4050632911392405,0.19315504964312435,0.28254019752850806,0.3356128620415913,0.27272486503004995,0.2882882882882883,0.32524271844660196,0.4492753623188406,0.4507,0.3067,0.2426,0.0,0.0006
21,ISIC_0000022,1.0,cancerous,0.020968175764772258,0.4631578947368421,0.4551282051282051,0.4177215189873418,0.30858098849086585,0.5128966076625793,0.5664110517313342,0.49706835082000617,0.36936936936936937,0.5485436893203883,0.6714975845410628,0.4226,0.3126,0.2648,0.0,0.1009
22,ISIC_0000023,0.0,not cancerous,0.029524651093767916,0.4473684210526316,0.3974358974358974,0.3860759493670886,0.26569874484022565,0.2982527792356506,0.2838553388602902,0.2861424060303555,0.35135135135135137,0.3058252427184466,0.3719806763285024,0.4359,0.3007,0.2634,0.0,0.0008
23,ISIC_0000024,0.0,not cancerous,0.013272288490079918,0.6157894736842106,0.6730769230769231,0.7088607594936709,0.12098126087651011,0.19170571115034118,0.20836409169401504,0.1584598146073139,0.27927927927927926,0.33495145631067963,0.33816425120772947,0.3838,0.313,0.3032,0.0,0.2767
24,ISIC_0000025,0.0,not cancerous,0.04255175150663102,0.6473684210526316,0.30128205128205127,0.37341772151898733,0.2637634616516322,0.27133355599026676,0.26221836662874726,0.2668045227666293,0.32432432432432434,0.2621359223300971,0.32367149758454106,0.52,0.238,0.242,0.0,0.0
25,ISIC_0000026,1.0,cancerous,0.007801831705556041,0.5421052631578948,0.5512820512820513,0.6139240506329114,0.11077184339506847,0.2393816498878763,0.2935567031402172,0.2066456147499236,0.23873873873873874,0.2961165048543689,0.391304347826087,0.3962,0.3013,0.3025,0.0,0.1705
26,ISIC_0000027,0.0,not cancerous,0.024195354618095098,0.4368421052631579,0.41025641025641024,0.36075949367088606,0.32189257580980085,0.4095939691779188,0.3395346553290395,0.37155750229194257,0.32882882882882886,0.33980582524271846,0.3719806763285024,0.4343,0.312,0.2537,0.0,0.0
27,ISIC_0000028,0.0,not cancerous,0.04677448310942222,0.35789473684210527,0.3525641025641026,0.34177215189873417,0.5587924236437465,0.5298344386659669,0.3983189976184435,0.534411734745849,0.6171171171171171,0.5097087378640777,0.5072463768115942,0.4222,0.3093,0.2685,0.016,0.028
28,ISIC_0000029,1.0,cancerous,0.057068480948504904,0.37894736842105264,0.28846153846153844,0.25949367088607594,0.7134822486948188,0.5600591631280118,0.3664323302424932,0.59441580931038,0.7747747747747747,0.6310679611650486,0.6038647342995169,0.4678,0.2944,0.2377,0.0512,0.0049
29,ISIC_0000030,1.0,cancerous,0.06650750219711013,0.3736842105263158,0.3333333333333333,0.5189873417721519,0.6302986994426183,0.6229533851805906,0.6226419726816653,0.6894957726392991,0.8108108108108109,0.7184466019417476,0.821256038647343,0.3947,0.2738,0.3315,0.0067,0.2074
30,ISIC_0000031,1.0,cancerous,0.10669722711044487,0.45789473684210524,0.36538461538461536,0.43670886075949367,0.5310107693213058,0.6329500453265899,0.6050315494848145,0.6456453091575838,0.8288288288288288,0.7233009708737864,0.8115942028985508,0.4342,0.2814,0.2844,0.0045,0.1381
31,ISIC_0000032,0.0,not cancerous,0.031835588735182115,0.5052631578947369,0.5,0.47468354430379744,0.2643805328333992,0.35119996183024,0.3997037376523255,0.3525150249567078,0.4189189189189189,0.48058252427184467,0.6038647342995169,0.4154,0.3111,0.2735,0.0,0.0865
32,ISIC_0000034,0.0,not cancerous,0.08532787433446642,0.3,0.30128205128205127,0.3227848101265823,0.3082732935964153,0.3553757335750751,0.37854798713468485,0.36294998472038303,0.3783783783783784,0.4174757281553398,0.5217391304347826,0.4155,0.306,0.2785,0.0,0.0259
33,ISIC_0000035,1.0,cancerous,0.027503994038291724,0.3526315789473684,0.48717948717948717,0.6772151898734177,0.2252461138807388,0.32239515244047906,0.4019314340898117,0.32738311093001937,0.2747747747747748,0.38349514563106796,0.6376811594202898,0.3345,0.3053,0.3602,0.0,0.3003
34,ISIC_0000036,1.0,cancerous,0.06719693515646984,0.33157894736842103,0.48717948717948717,0.689873417721519,0.562541929734592,0.6748375399589674,0.7695029830835837,0.7415238871345625,0.6801801801801802,0.7233009708737864,0.927536231884058,0.3247,0.3068,0.3685,0.0597,0.385
35,ISIC_0000037,0.0,not cancerous,0.0471933256378177,0.32105263157894737,0.47435897435897434,0.6392405063291139,0.5026843437103297,0.6822443818884489,0.7797330365253828,0.7242273607008252,0.5495495495495496,0.6796116504854369,0.9033816425120773,0.3315,0.3113,0.3572,0.0241,0.3154
36,ISIC_0000038,0.0,not cancerous,0.03812373891949489,0.3894736842105263,0.46794871794871795,0.5569620253164557,0.5196664116554154,0.7331132210506226,0.8059023316337804,0.7600448202098401,0.6486486486486487,0.7184466019417476,0.9227053140096618,0.3695,0.3086,0.3219,0.0366,0.2636
37,ISIC_0000039,0.0,not cancerous,0.08553476735135776,0.25263157894736843,0.3333333333333333,0.4177215189873418,0.519525174654684,0.5076673505415336,0.4876969285287547,0.5477477844555364,0.6036036036036037,0.5388349514563107,0.7391304347826086,0.3689,0.3104,0.3206,0.0665,0.1026
38,ISIC_0000040,1.0,cancerous,0.033327125163859855,0.29473684210526313,0.46153846153846156,0.6075949367088608,0.11983791372773205,0.23141371248628279,0.3877304831040438,0.24654375063665074,0.3108108108108108,0.3786407766990291,0.6521739130434783,0.3276,0.316,0.3564,0.0,0.2376
39,ISIC_0000041,0.0,not cancerous,0.06687304353858294,0.1631578947368421,0.2692307692307692,0.36075949367088606,0.36831415144305546,0.33797795696359556,0.3188142958858817,0.35622695324437204,0.3918918918918919,0.33495145631067963,0.4830917874396135,0.3543,0.3155,0.3302,0.1225,0.0019
40,ISIC_0000042,0.0,not cancerous,0.08211010951772045,0.32105263157894737,0.4166666666666667,0.6455696202531646,0.530773692927221,0.5987690252397538,0.6420136018790563,0.6487317917897525,0.6576576576576577,0.6844660194174758,0.9033816425120773,0.3398,0.2932,0.367,0.0428,0.3032
41,ISIC_0000043,1.0,cancerous,0.1133721892664923,0.4368421052631579,0.4423076923076923,0.43037974683544306,0.6752810027827052,0.6645317047569064,0.6283200615440014,0.724814097993277,0.9324324324324325,0.8737864077669902,0.9903381642512077,0.4142,0.3114,0.2745,0.0274,0.1378
42,ISIC_0000044,0.0,not cancerous,0.05401475997578805,0.5526315789473685,0.5,0.41139240506329117,0.5403189602266517,0.5610992890882198,0.47887125682344567,0.5714963838239788,0.6306306306306306,0.6456310679611651,0.7101449275362319,0.4417,0.3123,0.246,0.0,0.0995
43,ISIC_0000045,0.0,not cancerous,0.053256043641599825,0.4052631578947368,0.36538461538461536,0.33544303797468356,0.5250603199690623,0.594434848990887,0.5502492041018422,0.6068085973311603,0.6846846846846847,0.6262135922330098,0.7053140096618358,0.4392,0.306,0.2548,0.0191,0.0869
44,ISIC_0000046,1.0,cancerous,0.02359469874164736,0.3684210526315789,0.5769230769230769,0.7721518987341772,0.13372621879965363,0.25600076339520017,0.4352568561818167,0.28062137109096463,0.31981981981981983,0.32524271844660196,0.6183574879227053,0.315,0.315,0.37,0.0,0.4534
45,ISIC_0000047,0.0,not cancerous,0.03483556227636325,0.38421052631578945,0.3782051282051282,0.3924050632911392,0.5805614170779073,0.621504842788301,0.6056911833307417,0.6618600387083631,0.6396396396396397,0.558252427184466,0.6280193236714976,0.4151,0.3066,0.2784,0.0344,0.1428
46,ISIC_0000048,0.0,not cancerous,0.0644692058919064,0.24736842105263157,0.2692307692307692,0.2848101265822785,0.6157529697601494,0.48808435516961696,0.3821538763718501,0.5358561678720587,0.6126126126126126,0.4320388349514563,0.4782608695652174,0.4126,0.3095,0.2779,0.155,0.002
47,ISIC_0000049,1.0,cancerous,0.02456443611429887,0.49473684210526314,0.46153846153846156,0.4240506329113924,0.6287904900419508,0.798039982823608,0.764347036148917,0.8099806458184782,0.6801801801801802,0.7427184466019418,0.8405797101449275,0.4293,0.309,0.2617,0.0099,0.1898
48,ISIC_0000050,0.0,not cancerous,0.03776638057358175,0.5526315789473685,0.5256410256410257,0.5443037974683544,0.25132956140867097,0.384254973996851,0.3695078935092357,0.34647652032189064,0.3738738738738739,0.48058252427184467,0.4927536231884058,0.4145,0.301,0.2845,0.0,0.1382
49,ISIC_0000051,0.0,not cancerous,0.03674702059633926,0.5105263157894737,0.3974358974358974,0.4050632911392405,0.4435548007969803,0.4672951953814591,0.41974645835549845,0.4745054497300601,0.46396396396396394,0.47572815533980584,0.5458937198067633,0.452,0.2886,0.2595,0.0,0.029
50,ISIC_0000052,0.0,not cancerous,0.03351125332759687,0.8,0.6987179487179487,0.6772151898734177,0.4589782175554229,0.6501970513860394,0.5497074204715645,0.5997371905877559,0.46396396396396394,0.616504854368932,0.6570048309178744,0.4291,0.2992,0.2717,0.0,0.3082
51,ISIC_0000053,0.0,not cancerous,0.023242146440273222,0.5421052631578948,0.48717948717948717,0.4936708860759494,0.5510227072106533,0.6056663008731332,0.5354459075694212,0.6151492309259448,0.6306306306306306,0.5533980582524272,0.6038647342995169,0.4257,0.2991,0.2751,0.0001,0.1805
52,ISIC_0000054,1.0,cancerous,0.022310245579512233,0.4421052631578947,0.3974358974358974,0.33544303797468356,0.31302490983530756,0.41013025430602607,0.38886970185532244,0.38863603952327597,0.4009009009009009,0.44660194174757284,0.45893719806763283,0.444,0.3109,0.2451,0.0,0.0009
53,ISIC_0000055,0.0,not cancerous,0.02011924605357047,0.47368421052631576,0.4807692307692308,0.45569620253164556,0.29128281868700034,0.4064430554892886,0.4008314987437494,0.3835041254965876,0.31981981981981983,0.4077669902912621,0.5362318840579711,0.4134,0.3131,0.2735,0.0,0.0877
54,ISIC_0000056,1.0,cancerous,0.015416901249020712,0.5578947368421052,0.5576923076923077,0.4810126582278481,0.20667681107029065,0.3254124719690825,0.39519105647807906,0.31816033411429157,0.24774774774774774,0.36893203883495146,0.4830917874396135,0.4204,0.3194,0.2602,0.0,0.0801
55,ISIC_0000057,0.0,not cancerous,0.05168095164360728,0.6157894736842106,0.3974358974358974,0.36075949367088606,0.16901865505384658,0.3649926046089985,0.4236256946206287,0.3288316186207599,0.3108108108108108,0.44660194174757284,0.5748792270531401,0.4924,0.277,0.2306,0.0,0.0315
56,ISIC_0000059,0.0,not cancerous,0.023569953661181052,0.4842105263157895,0.4935897435897436,0.4620253164556962,0.47492959167374255,0.5989846843837969,0.5605103569061044,0.5924376082306203,0.47297297297297297,0.5339805825242718,0.6570048309178744,0.4147,0.3137,0.2717,0.0,0.1466
57,ISIC_0000061,0.0,not cancerous,0.03237253698372511,0.4789473684210526,0.4423076923076923,0.4240506329113924,0.4851810439768304,0.4622281597404456,0.36361374591820866,0.4662259346032393,0.5630630630630631,0.470873786407767,0.42995169082125606,0.4276,0.3053,0.2671,0.0,0.0707
58,ISIC_0000062,0.0,not cancerous,0.07010212189881986,0.2631578947368421,0.21153846153846154,0.2088607594936709,0.45885043169761836,0.3702314041700463,0.2591869971928733,0.3795314250789447,0.4954954954954955,0.3300970873786408,0.32367149758454106,0.455,0.2971,0.2479,0.0403,0.0
59,ISIC_0000063,0.0,not cancerous,0.039486636552501765,0.45789473684210524,0.3974358974358974,0.3987341772151899,0.708927355421231,0.7395314661959063,0.6093854602296442,0.7572354079657737,0.7117117117117117,0.6553398058252428,0.6811594202898551,0.4354,0.2983,0.2663,0.0167,0.1469
60,ISIC_0000064,0.0,not cancerous,0.040490088464703096,0.4105263157894737,0.3141025641025641,0.3291139240506329,0.42979764436859497,0.47316379598263275,0.38884023930141015,0.45821534073545894,0.4864864864864865,0.4320388349514563,0.45893719806763283,0.4545,0.2874,0.2581,0.0,0.0139
61,ISIC_0000065,0.0,not cancerous,0.03163556643214031,0.3263157894736842,0.28846153846153844,0.2721518987341772,0.39263718064044256,0.35949615916789923,0.26851516912324347,0.3528389528369155,0.46846846846846846,0.4223300970873786,0.5410628019323671,0.4443,0.3029,0.2528,0.0003,0.0003
62,ISIC_0000066,0.0,not cancerous,0.07419641394061183,0.38421052631578945,0.36538461538461536,0.34177215189873417,0.7309552833567327,0.6838322439047664,0.5818690716840305,0.7348966079250281,0.7702702702702703,0.6990291262135923,0.7294685990338164,0.4317,0.3074,0.2609,0.0557,0.1049
63,ISIC_0000067,0.0,not cancerous,0.08526201163315715,0.26842105263157895,0.2564102564102564,0.26582278481012656,0.4994829716937511,0.4570447063314089,0.38814950609301985,0.48033818885606594,0.6036036036036037,0.49514563106796117,0.5555555555555556,0.4296,0.3029,0.2674,0.0752,0.0112
64,ISIC_0000068,0.0,not cancerous,0.08979937200992914,0.4631578947368421,0.3974358974358974,0.2911392405063291,0.5976628639164685,0.6724118517104823,0.5470132335971324,0.6625364164204951,0.6846846846846847,0.6262135922330098,0.7101449275362319,0.4634,0.3125,0.2241,0.0073,0.0719
65,ISIC_0000069,0.0,not cancerous,0.08285771303133108,0.3631578947368421,0.36538461538461536,0.3037974683544304,0.20086759871877866,0.2734118994226824,0.3184100041738618,0.26545584190689625,0.2927927927927928,0.32524271844660196,0.4251207729468599,0.4322,0.3192,0.2486,0.0,0.0
66,ISIC_0000071,0.0,not cancerous,0.12153244090167367,0.4052631578947368,0.3525641025641026,0.34810126582278483,0.09272545376589968,0.15116370055823275,0.2112907053826449,0.13383722114698995,0.16666666666666666,0.2669902912621359,0.3333333333333333,0.4387,0.299,0.2623,0.0,0.0
67,ISIC_0000072,0.0,not cancerous,0.1320432915017266,0.23157894736842105,0.23717948717948717,0.17088607594936708,0.5321339397556937,0.48547545207309506,0.382936270859079,0.5014790669247223,0.5765765765765766,0.470873786407767,0.4927536231884058,0.446,0.3247,0.2292,0.1355,0.0
68,ISIC_0000073,0.0,not cancerous,0.08218627587217053,0.25263157894736843,0.4423076923076923,0.6582278481012658,0.605383819956452,0.5863733956772746,0.5585576443051339,0.6398288682897015,0.5720720720720721,0.5533980582524272,0.7004830917874396,0.3065,0.3107,0.3828,0.1206,0.2991
69,ISIC_0000074,1.0,cancerous,0.1390405542144542,0.2631578947368421,0.47435897435897434,0.6518987341772152,0.46576768194772555,0.6074831814494968,0.7347830001063925,0.6640643781195884,0.581081081081081,0.7038834951456311,0.9371980676328503,0.3088,0.3186,0.3726,0.0714,0.3536
70,ISIC_0000075,0.0,not cancerous,0.04761142424689746,0.5578947368421052,0.5128205128205128,0.44936708860759494,0.30318203599862126,0.48334176248866845,0.5035477825336159,0.4582886828970154,0.581081081081081,0.6116504854368932,0.714975845410628,0.4348,0.3095,0.2557,0.0,0.1269
71,ISIC_0000077,1.0,cancerous,0.016729862676778028,0.5947368421052631,0.6153846153846154,0.7468354430379747,0.08541812037091527,0.28745837110549166,0.34393112309618706,0.23441377202811448,0.36036036036036034,0.36893203883495146,0.46859903381642515,0.3811,0.2965,0.3224,0.0,0.4057
72,ISIC_0000078,1.0,cancerous,0.06322084123904748,0.4421052631578947,0.42948717948717946,0.3670886075949367,0.22395984833836352,0.3727735101865547,0.46725318973066315,0.3718895793012122,0.2972972972972973,0.4077669902912621,0.5748792270531401,0.4302,0.3158,0.254,0.0,0.0462
73,ISIC_0000079,0.0,not cancerous,0.08573953138806228,0.4105263157894737,0.42948717948717946,0.4177215189873418,0.25628630757719695,0.3715787966983157,0.4410527952598025,0.3736518284608333,0.30180180180180183,0.3446601941747573,0.47342995169082125,0.411,0.3125,0.2765,0.0,0.0417
74,ISIC_0000080,0.0,not cancerous,0.04819379698741613,0.34210526315789475,0.22435897435897437,0.06962025316455696,0.593799023110745,0.4391488143518298,0.23526176660746878,0.44863196495874513,0.7747747747747747,0.6650485436893204,0.5652173913043478,0.5352,0.3113,0.1535,0.0508,0.0001
75,ISIC_0000081,0.0,not cancerous,0.05041509647805514,0.6578947368421053,0.5384615384615384,0.4620253164556962,0.25192813726891355,0.3767259888353452,0.3886061756786618,0.35196292146276864,0.4369369369369369,0.5679611650485437,0.7246376811594203,0.4557,0.3008,0.2435,0.0,0.0595
76,ISIC_0000082,0.0,not cancerous,0.05124059894819456,0.41578947368421054,0.28205128205128205,0.15822784810126583,0.5484838039832197,0.5516179207023235,0.363821620604146,0.5236874809004787,0.6441441441441441,0.5825242718446602,0.5217391304347826,0.513,0.3018,0.1852,0.0036,0.0001
77,ISIC_0000085,0.0,not cancerous,0.07653194525393411,0.4368421052631579,0.25,0.11392405063291139,0.5040311393958756,0.520209933680042,0.35548044422984065,0.49109707649994905,0.6621621621621622,0.6067961165048543,0.4492753623188406,0.5442,0.2907,0.165,0.0016,0.0
78,ISIC_0000086,0.0,not cancerous,0.024021720385713544,0.5263157894736842,0.3525641025641026,0.21518987341772153,0.3814945901184541,0.43632043513526403,0.3194100941983321,0.39679128043190387,0.4189189189189189,0.44660194174757284,0.4396135265700483,0.5129,0.2953,0.1918,0.0,0.0
79,ISIC_0000087,0.0,not cancerous,0.03618462139115373,0.5894736842105263,0.3974358974358974,0.34810126582278483,0.4966969037150375,0.48878286177775665,0.3994402114756647,0.495189976571254,0.7072072072072072,0.8495145631067961,0.9468599033816425,0.4871,0.2827,0.2302,0.0,0.0286
80,ISIC_0000088,0.0,not cancerous,0.08910973727599932,0.4473684210526316,0.25,0.18354430379746836,0.6920209501551086,0.5749148337229829,0.4057288299274075,0.6073382907201793,0.8963963963963963,0.8543689320388349,0.8067632850241546,0.5267,0.2762,0.1971,0.023,0.0036
81,ISIC_0000089,0.0,not cancerous,0.10449750342346494,0.4052631578947368,0.21153846153846154,0.13924050632911392,0.6945632161682738,0.5237654468247531,0.3251291032744355,0.5567220128348783,0.8513513513513513,0.5776699029126213,0.5120772946859904,0.5369,0.2768,0.1863,0.0531,0.0
82,ISIC_0000091,0.0,not cancerous,0.03864364793448396,0.7526315789473684,0.6666666666666666,0.6645569620253164,0.10450865496977696,0.11368863018273774,0.21463634206025092,0.12664765203218906,0.3333333333333333,0.558252427184466,0.7198067632850241,0.4243,0.2988,0.2768,0.0,0.1928
83,ISIC_0000092,0.0,not cancerous,0.03968306347530212,0.5631578947368421,0.3974358974358974,0.4177215189873418,0.11221111568823612,0.2247817166849564,0.1716504759020861,0.15145563817866967,0.12162162162162163,0.32524271844660196,0.34782608695652173,0.4639,0.2784,0.2577,0.0,0.0018
84,ISIC_0000093,0.0,not cancerous,0.06638679587986454,0.45789473684210524,0.23717948717948717,0.17721518987341772,0.28382752271982115,0.33830430841166087,0.2819271783875799,0.3069165732912295,0.33783783783783783,0.3592233009708738,0.37681159420289856,0.5356,0.2686,0.1959,0.0,0.0
85,ISIC_0000094,0.0,not cancerous,0.0747390151028965,0.6421052631578947,0.46794871794871795,0.3291139240506329,0.1909541063817266,0.28512047330502416,0.2793803042827096,0.24942446776000818,0.2972972972972973,0.3446601941747573,0.38164251207729466,0.491,0.3,0.209,0.0,0.0
86,ISIC_0000095,0.0,not cancerous,0.1284967004337977,0.4,0.23717948717948717,0.16455696202531644,0.5452000437162146,0.5472799274774559,0.45894147591027024,0.5602831822348986,0.6756756756756757,0.5436893203883495,0.5410628019323671,0.52,0.2842,0.1958,0.0266,0.0022
87,ISIC_0000096,0.0,not cancerous,0.03621550044235762,0.7421052631578947,0.4551282051282051,0.4050632911392405,0.3736307156848733,0.5603836060880768,0.6291090032654331,0.5662503819904249,0.481981981981982,0.7135922330097088,0.9903381642512077,0.5029,0.2721,0.225,0.0,0.1285
88,ISIC_0000097,0.0,not cancerous,0.09895192138948596,0.4052631578947368,0.28846153846153844,0.2911392405063291,0.5184053670060278,0.432909967078582,0.4051297579978558,0.48643781195884694,0.8648648648648649,0.941747572815534,1.0,0.4689,0.2841,0.2471,0.0021,0.0221
89,ISIC_0000098,0.0,not cancerous,0.21309990944763055,0.13157894736842105,0.0,0.012658227848101266,0.519974106549866,0.18654897657330977,0.10779693753120165,0.2760476724050117,0.545045045045045,0.18446601941747573,0.18840579710144928,0.5673,0.2487,0.184,0.2471,0.0
90,ISIC_0000099,0.0,not cancerous,0.0710993870123236,0.5736842105263158,0.4807692307692308,0.41139240506329117,0.38114486040235734,0.5319929385943987,0.5562742963769244,0.5289640419680146,0.6486486486486487,0.7961165048543689,0.9082125603864735,0.4523,0.3029,0.2448,0.0,0.1009
91,ISIC_0000100,0.0,not cancerous,0.045223715198796505,0.4789473684210526,0.5192307692307693,0.5443037974683544,0.6156235025094788,0.7144291235268858,0.627504930885759,0.7181358867271059,0.9009009009009009,0.9029126213592233,0.9227053140096618,0.3917,0.3123,0.2961,0.014,0.2263
92,ISIC_0000101,0.0,not cancerous,0.05119237370852259,0.4105263157894737,0.47435897435897434,0.44936708860759494,0.41687614019453717,0.4650622644210124,0.4441725523574135,0.47307120301517774,0.7117117117117117,0.7815533980582524,0.9178743961352657,0.3941,0.3246,0.2813,0.0021,0.0759
93,ISIC_0000102,0.0,not cancerous,0.19749934760656704,0.37894736842105264,0.23717948717948717,0.1518987341772152,0.5389133157908012,0.3610439429362088,0.27140904664085963,0.41367016400122236,0.7792792792792793,0.6844660194174758,0.6135265700483091,0.5162,0.2908,0.193,0.0503,0.002
94,ISIC_0000103,0.0,not cancerous,0.06517568528575123,0.5263157894736842,0.3141025641025641,0.21518987341772153,0.7717525998537188,0.6610563481082113,0.4781919812749102,0.7002566975654477,0.9234234234234234,0.9611650485436893,1.0,0.5235,0.2819,0.1946,0.0102,0.0259
95,ISIC_0000104,0.0,not cancerous,0.06945438000534171,0.3526315789473684,0.2564102564102564,0.22784810126582278,0.5923883344962967,0.6252492962450498,0.4737955135077626,0.6132464092900071,0.9459459459459459,1.0,1.0,0.4758,0.2924,0.2318,0.0353,0.0226
96,ISIC_0000105,0.0,not cancerous,0.08114405281983854,0.32105263157894737,0.23076923076923078,0.12025316455696203,0.5466443601879798,0.4473514957774703,0.27677614187856514,0.44973006009982686,0.6756756756756757,0.5242718446601942,0.4492753623188406,0.5035,0.3095,0.187,0.0451,0.0
